Episode,Map,Size,Agents,Density,Reward,Moving Cost,Detour Percentage,Average Loss,Average Epsilon,Success
0,map_58,128,8,0.5,-1.9500000000000008,26.0,2500.0,0.0009349285492726267,0.9976600000000004,1
1,map_58,128,8,0.5,-0.6,2.75,175.0,0.0021410572458989917,0.9945100000000014,1
2,map_58,128,8,0.5,-1.07,6.0,500.0,0.0013399194337098913,0.9920800000000018,1
3,map_58,128,8,0.5,0.0,1.0,0.0,0.0,0.0,1
4,map_58,128,8,0.5,-1.5800000000000005,9.75,875.0,0.0006111158892101804,0.987130000000003,1
5,map_58,128,8,0.5,-5.899999999999999,0.0,0.0,0.00025953805663448293,0.9747100000000056,0
6,map_58,128,8,0.5,-0.13,4.0,300.0,0.00019086832374644777,0.9654400000000081,1
7,map_58,128,8,0.5,-0.11,2.0,100.0,0.00011905636347364634,0.9650800000000082,1
8,map_58,128,8,0.5,-8.100000000000001,0.0,0.0,0.0001731011261234436,0.9532900000000106,0
9,map_58,128,8,0.5,-4.419999999999997,63.0,6200.0,0.0001671384927777258,0.9360100000000149,1
0,map_59,128,8,0.7,-1.34,15.0,1400.0,0.0022103925435723276,0.9986500000000003,1
1,map_59,128,8,0.7,0.0,1.0,0.0,0.0,0.0,1
2,map_59,128,8,0.7,-0.68,9.0,800.0,0.0019674827199196443,0.9966700000000008,1
3,map_59,128,8,0.7,-0.33,4.0,300.0,0.0011784218174094956,0.995680000000001,1
4,map_59,128,8,0.7,-0.44,5.0,400.0,0.0009601899000699632,0.9950500000000012,1
5,map_59,128,8,0.7,0.0,1.0,0.0,0.0,0.0,1
6,map_59,128,8,0.7,-7.000000000000001,0.0,0.0,0.0008399147098481825,0.9847900000000035,0
7,map_59,128,8,0.7,-4.739999999999998,12.5,1150.0,0.0002516437083171253,0.9682300000000074,1
8,map_59,128,8,0.7,0.0,1.0,0.0,0.0,0.0,1
9,map_59,128,8,0.7,-0.33,4.0,300.0,0.0004065847606398165,0.961300000000009,1
0,map_6,32,4,0.5,-0.44,5.0,400.0,0.001620176451979205,0.99955,1
1,map_6,32,4,0.5,-0.66,7.0,600.0,0.000856378455258285,0.9986500000000004,1
2,map_6,32,4,0.5,-0.33,4.0,300.0,6.430265845362253e-05,0.9978400000000005,1
3,map_6,32,4,0.5,-5.299999999999997,0.0,0.0,0.000692091839891873,0.990370000000002,0
4,map_6,32,4,0.5,0.0,1.0,0.0,0.0,0.0,1
5,map_6,32,4,0.5,-0.7,11.0,1000.0,0.00018471976945875213,0.982270000000004,1
6,map_6,32,4,0.5,-0.13,4.0,300.0,0.00030008402730648714,0.9811000000000044,1
7,map_6,32,4,0.5,-6.999999999999999,0.0,0.0,0.00027613455498188465,0.9700300000000069,0
8,map_6,32,4,0.5,-1.3300000000000003,6.0,500.0,0.00029469669971149415,0.9571600000000098,1
9,map_6,32,4,0.5,-6.999999999999994,0.0,0.0,0.00019935263899242272,0.9424900000000144,0
0,map_60,128,16,0.1,-1.4000000000000004,0.0,0.0,0.0038982984377071263,0.9954100000000012,0
1,map_60,128,16,0.1,-1.9000000000000008,0.0,0.0,0.0013375958583007256,0.9855100000000033,0
2,map_60,128,16,0.1,-2.999999999999995,0.0,0.0,0.0005577249037742149,0.973810000000006,0
3,map_60,128,16,0.1,-2.599999999999999,0.0,0.0,0.0004167474419773498,0.9603100000000092,0
4,map_60,128,16,0.1,-3.1999999999999957,0.0,0.0,0.0002523067959474348,0.9450100000000129,0
5,map_60,128,16,0.1,-3.999999999999994,0.0,0.0,0.00020006374230433722,0.9279100000000162,0
6,map_60,128,16,0.1,-3.799999999999989,0.0,0.0,0.0004250721533687531,0.9090100000000212,0
7,map_60,128,16,0.1,-3.1999999999999917,0.0,0.0,0.0003965811838497757,0.8883100000000259,0
8,map_60,128,16,0.1,-2.999999999999993,0.0,0.0,0.0004630846402925762,0.8658100000000316,0
9,map_60,128,16,0.1,-2.999999999999998,0.0,0.0,0.0005973518502807045,0.8415100000000368,0
0,map_61,128,16,0.3,-1.5000000000000004,0.0,0.0,0.002618850029539317,0.9954100000000012,0
1,map_61,128,16,0.3,-3.3999999999999955,0.0,0.0,0.0010801559886507068,0.9855100000000033,0
2,map_61,128,16,0.3,-2.799999999999997,0.0,0.0,0.00047940052931413186,0.973810000000006,0
3,map_61,128,16,0.3,-3.9999999999999933,0.0,0.0,0.00027119398901049864,0.9603100000000092,0
4,map_61,128,16,0.3,-4.2999999999999945,0.0,0.0,0.00021086185774442533,0.9450100000000129,0
5,map_61,128,16,0.3,-6.099999999999998,0.0,0.0,0.0001996769064135151,0.9279100000000162,0
6,map_61,128,16,0.3,-5.699999999999997,0.0,0.0,0.00027258007367808286,0.9090100000000212,0
7,map_61,128,16,0.3,-5.699999999999993,0.0,0.0,0.00014918095318231886,0.8883100000000259,0
8,map_61,128,16,0.3,-5.79999999999999,0.0,0.0,0.0001441804959120838,0.8658100000000316,0
9,map_61,128,16,0.3,-5.799999999999996,0.0,0.0,0.00015584437751385848,0.8415100000000368,0
0,map_62,128,16,0.5,-4.099999999999997,0.0,0.0,0.001479713045846438,0.9954100000000012,0
1,map_62,128,16,0.5,-3.0999999999999988,10.2,628.5714285714286,0.0007349651987897233,0.986410000000003,1
2,map_62,128,16,0.5,-3.699999999999997,0.0,0.0,0.00028596005442003454,0.9756100000000059,0
3,map_62,128,16,0.5,-3.2999999999999954,0.0,0.0,0.00020430519734873087,0.9621100000000098,0
4,map_62,128,16,0.5,-6.200000000000003,0.0,0.0,0.00012573353754608737,0.9468100000000131,0
5,map_62,128,16,0.5,-1.2700000000000002,18.0,1700.0,0.0001465859399211374,0.9371800000000148,1
6,map_62,128,16,0.5,-2.6199999999999997,12.6,800.0,0.00012991541981107496,0.9300700000000164,1
7,map_62,128,16,0.5,-0.11,2.0,100.0,0.0001488535781390965,0.9244000000000177,1
8,map_62,128,16,0.5,0.0,1.0,0.0,0.0,0.0,1
9,map_62,128,16,0.5,0.0,1.0,0.0,0.0,0.0,1
0,map_63,128,16,0.7,-1.3400000000000003,7.5,650.0,0.0006893977698772298,0.9986500000000003,1
1,map_63,128,16,0.7,-1.3200000000000003,13.0,1200.0,0.002236994512107534,0.9963100000000008,1
2,map_63,128,16,0.7,-0.88,9.0,800.0,0.0017510648031020537,0.9945100000000013,1
3,map_63,128,16,0.7,-2.56,37.0,3600.0,0.0012185756196332579,0.990550000000002,1
4,map_63,128,16,0.7,-0.35,3.0,200.0,0.0009341501048766076,0.9868600000000031,1
5,map_63,128,16,0.7,0.0,1.0,0.0,0.0,0.0,1
6,map_63,128,16,0.7,-0.22,3.0,200.0,0.0007341562595684081,0.9862300000000033,1
7,map_63,128,16,0.7,-0.22,3.0,200.0,0.0005443354893941432,0.9858700000000034,1
8,map_63,128,16,0.7,-0.02,3.0,200.0,0.0004179583047516644,0.9855100000000034,1
9,map_63,128,16,0.7,-3.7299999999999978,22.0,2100.0,0.0005979160433039503,0.9814600000000044,1
0,map_7,32,4,0.7,-2.64,25.0,2400.0,0.0010908536539015283,0.9977500000000005,1
1,map_7,32,4,0.7,-0.98,19.0,1800.0,0.0017881500761076394,0.9939700000000015,1
2,map_7,32,4,0.7,-0.44,5.0,400.0,0.0007380136157735251,0.9919900000000019,1
3,map_7,32,4,0.7,-0.68,4.5,350.0,0.001265843580767978,0.9909100000000022,1
4,map_7,32,4,0.7,-0.11,2.0,100.0,0.001814977265894413,0.9901000000000023,1
5,map_7,32,4,0.7,-0.55,6.0,500.0,0.0013760165893472731,0.9895600000000023,1
6,map_7,32,4,0.7,-0.33,4.0,300.0,0.0013927581797664363,0.9888400000000025,1
7,map_7,32,4,0.7,-0.55,6.0,500.0,0.0016300238436087965,0.9881200000000028,1
8,map_7,32,4,0.7,0.0,1.0,0.0,0.0,0.0,1
9,map_7,32,4,0.7,0.0,1.0,0.0,0.0,0.0,1
0,map_8,32,8,0.1,-1.9000000000000008,0.0,0.0,0.0021477836940903216,0.9954100000000012,0
1,map_8,32,8,0.1,-2.6999999999999984,0.0,0.0,0.0005436274514067918,0.9855100000000033,0
2,map_8,32,8,0.1,-3.2999999999999954,0.0,0.0,0.0002559372063842602,0.973810000000006,0
3,map_8,32,8,0.1,-3.5999999999999934,0.0,0.0,0.00016784518857093644,0.9603100000000092,0
4,map_8,32,8,0.1,-3.899999999999994,0.0,0.0,0.00017976330172031238,0.9450100000000129,0
5,map_8,32,8,0.1,-3.0999999999999934,0.0,0.0,0.00011959127976297169,0.9279100000000162,0
6,map_8,32,8,0.1,-4.199999999999993,0.0,0.0,0.00015068626393754543,0.9090100000000212,0
7,map_8,32,8,0.1,-2.2900000000000005,7.2727272727272725,627.2727272727273,0.0002002149014998982,0.892000000000025,1
8,map_8,32,8,0.1,-3.8999999999999915,0.0,0.0,0.00021462615830107376,0.8731900000000298,0
9,map_8,32,8,0.1,-2.899999999999993,0.0,0.0,0.0002787062093765209,0.848890000000035,0
0,map_9,32,8,0.3,-2.699999999999998,0.0,0.0,0.0026765706192236395,0.9954100000000012,0
1,map_9,32,8,0.3,-4.299999999999996,0.0,0.0,0.0007946468009322416,0.9855100000000033,0
2,map_9,32,8,0.3,-3.199999999999996,0.0,0.0,0.00027287468411876553,0.973810000000006,0
3,map_9,32,8,0.3,-4.4999999999999964,0.0,0.0,0.00023650774392081075,0.9603100000000092,0
4,map_9,32,8,0.3,-4.799999999999995,0.0,0.0,0.00015370898513032848,0.9450100000000129,0
5,map_9,32,8,0.3,-4.999999999999999,0.0,0.0,0.000216676748568716,0.9279100000000162,0
6,map_9,32,8,0.3,-3.3999999999999924,0.0,0.0,0.00020727716420713643,0.9090100000000212,0
7,map_9,32,8,0.3,-5.199999999999993,0.0,0.0,0.00019084455434494884,0.8883100000000259,0
8,map_9,32,8,0.3,-8.200000000000001,0.0,0.0,0.0002485030793300561,0.8658100000000316,0
9,map_9,32,8,0.3,-5.699999999999989,0.0,0.0,0.0002897166530081969,0.8415100000000368,0
